hqt_cd,loc_cd,wq_dt,adm_cd,temper,rainfall_qy,wtemper_tp,u_bod_co,u_cod_co,u_ss_co,u_tn_co,u_tp_co,u_bac_co,u_val_qy,b_bod_num,b_cod_num,b_ss_num,b_tn_num,b_tp_num,b_bac_num,b_val_qy
91,40001,202006011000,400,19.7,0,21.9,333.600,151.700,310.000,44.775,10.472,72000.000,2350.000,1.300,7.000,0.700,4.702,0.049,11.000,1944.000
91,40001,202006021000,400,17.9,0,21.9,382.500,124.700,170.000,18.014,7.899,230000.000,2407.000,1.600,6.600,0.700,4.552,0.050,18.000,2006.000
91,40001,202006031000,400,22,0,22,363.600,154.700,225.000,46.001,10.746,230000.000,2396.000,1.300,7.900,0.700,4.482,0.047,12.000,1995.000
91,40001,202006041000,400,21.9,0,22.4,360.000,142.500,240.000,23.784,10.177,140000.000,2511.000,1.700,7.000,0.600,4.072,0.046,8.000,2096.000
91,40001,202006051000,400,23,0,22.6,390.800,152.300,255.000,12.956,9.590,200000.000,2425.000,1.300,6.800,0.800,3.021,0.052,7.000,2017.000
91,40001,202006061000,400,24.6,0,22.7,370.000,108.200,135.000,29.865,7.081,52000.000,2495.000,0.600,6.800,0.400,3.344,0.044,9.000,2051.000
91,40001,202006071000,400,22.7,0,22.8,356.000,180.700,390.000,21.020,10.454,140000.000,2409.000,0.700,6.600,0.600,2.989,0.048,9.000,2006.000
91,40001,202006081000,400,25,0,22.9,381.000,129.100,265.000,28.304,7.434,90000.000,2382.000,0.800,6.500,0.600,4.297,0.046,14.000,1986.000
91,40001,202006091000,400,26.7,0,23.1,389.300,150.200,285.000,66.002,8.991,210000.000,2498.000,1.700,6.500,0.400,2.730,0.046,25.000,2103.000
91,40001,202006101000,400,25.8,60,23.3,333.800,120.900,215.000,66.228,7.840,120000.000,2576.000,1.000,6.200,0.500,3.012,0.047,13.000,2169.000
91,40001,202006111000,400,21.7,0,23.5,372.000,114.600,185.000,52.243,6.391,90000.000,3222.000,1.500,6.300,1.200,4.683,0.047,18.000,2837.000
91,40001,202006121000,400,24.7,2,23.8,338.000,115.800,260.000,78.731,10.421,120000.000,2514.000,1.300,5.600,0.700,2.521,0.047,9.000,2080.000
91,40001,202006131000,400,26.9,3,23.8,325.500,111.400,230.000,56.258,6.062,130000.000,2290.000,1.300,5.200,0.400,3.784,0.044,17.000,1863.000
91,40001,202006141000,400,24,1,23.8,318.800,114.600,245.000,61.640,8.306,100000.000,2389.000,1.000,5.000,0.400,4.296,0.042,10.000,1953.000
91,40001,202006151000,400,23,0,23.9,302.300,117.800,240.000,65.229,8.175,100000.000,2366.000,0.800,5.300,0.400,3.716,0.033,15.000,1956.000
91,40001,202006161000,400,24.4,0,24,361.500,112.100,245.000,63.984,8.373,180000.000,2387.000,1.500,4.500,0.300,3.199,0.038,15.000,1922.000
91,40001,202006171000,400,24.3,0,24.1,380.300,135.900,375.000,68.409,10.009,250000.000,2372.000,1.000,4.700,0.200,3.395,0.027,16.000,1921.000
91,40001,202006181000,400,23.4,0,24.1,357.800,114.500,260.000,75.663,8.949,150000.000,2431.000,1.500,5.100,0.300,3.004,0.035,11.000,2016.000
91,40001,202006191000,400,24.7,0,24,351.000,110.500,310.000,77.877,8.748,260000.000,2367.000,1.700,4.800,0.500,4.349,0.038,17.000,1976.000
91,40001,202006201000,400,24.9,0,24.2,315.000,101.300,215.000,74.006,7.964,240000.000,2298.000,0.800,4.500,0.400,3.692,0.041,5.000,1876.000
91,40001,202006211000,400,26.1,0,24.3,341.300,111.200,280.000,63.661,7.379,190000.000,2355.000,0.700,4.500,0.400,4.089,0.032,8.000,1966.000
91,40001,202006221000,400,28.6,0,24.4,338.000,116.100,310.000,76.277,9.242,170000.000,2393.000,1.400,4.500,0.500,4.495,0.032,5.000,1989.000
91,40001,202006231000,400,27.3,0,24.7,381.000,101.400,315.000,73.311,9.527,90000.000,2326.000,1.600,4.600,0.500,3.115,0.039,10.000,1927.000
91,40001,202006241000,400,22.3,4,24.8,365.300,97.400,265.000,76.654,10.032,210000.000,2431.000,0.900,4.600,0.400,3.152,0.038,7.000,2077.000
91,40001,202006251000,400,21.6,0,24.8,393.000,128.200,325.000,21.359,10.388,260000.000,2301.000,1.700,4.400,0.200,4.133,0.035,7.000,1900.000
