hqt_cd,loc_cd,wq_dt,adm_cd,temper,rainfall_qy,wtemper_tp,u_bod_co,u_cod_co,u_ss_co,u_tn_co,u_tp_co,u_bac_co,u_val_qy,b_bod_num,b_cod_num,b_ss_num,b_tn_num,b_tp_num,b_bac_num,b_val_qy
91,40001,202105011000,400,10.6,2.2,19.2,453.000,149.300,225.000,51.997,6.785,250000.000,2540.000,1.000,5.200,1.300,7.438,0.053,8.000,2057.000
91,40001,202105021000,400,13,3.2,19.2,460.000,214.600,350.000,56.385,8.184,280000.000,2537.000,1.000,5.100,0.800,7.328,0.039,10.000,2054.000
91,40001,202105031000,400,15.2,0,19.2,360.800,188.800,290.000,81.342,11.055,200000.000,2655.000,1.300,5.100,1.400,7.876,0.039,10.000,2110.000
91,40001,202105041000,400,17.3,3.4,19.2,351.000,168.300,180.000,81.530,9.922,43000.000,2653.000,2.000,9.600,1.500,7.843,0.046,5.000,2164.000
91,40001,202105051000,400,15.7,0.8,19.3,344.300,193.300,345.000,59.583,6.245,290000.000,2716.000,1.200,10.300,1.100,7.249,0.040,8.000,2217.000
91,40001,202105061000,400,16.4,0,19.3,321.800,193.500,345.000,68.644,7.003,140000.000,2449.000,1.400,10.700,1.200,7.523,0.042,14.000,1975.000
91,40001,202105071000,400,15.4,2.1,19.4,312.800,179.900,260.000,81.408,9.546,260000.000,2461.000,1.300,5.400,0.900,6.771,0.041,14.000,1985.000
91,40001,202105081000,400,16.1,0,19.4,230.300,154.900,190.000,66.209,7.757,110000.000,2519.000,1.100,6.300,1.500,8.240,0.049,10.000,2011.000
91,40001,202105091000,400,16.7,0,19.4,262.500,172.800,325.000,48.729,7.829,230000.000,2552.000,0.900,6.400,1.400,9.800,0.060,5.000,2080.000
91,40001,202105101000,400,12.2,18.4,19.5,244.500,184.800,320.000,65.672,7.973,290000.000,2663.000,1.500,6.600,1.600,6.788,0.055,5.000,2208.000
91,40001,202105111000,400,17.3,4.2,19.2,374.300,166.500,290.000,56.449,7.428,150000.000,2623.000,1.600,6.200,1.600,6.237,0.051,11.000,2097.000
91,40001,202105121000,400,21,0,19.7,373.500,154.600,220.000,60.339,7.719,180000.000,2566.000,1.500,7.200,1.100,6.242,0.051,15.000,2054.000
91,40001,202105131000,400,22.7,0,19.9,390.800,144.900,250.000,62.705,7.838,290000.000,2595.000,0.600,7.300,0.900,5.691,0.054,9.000,2116.000
91,40001,202105141000,400,24.4,0,20.3,435.000,132.000,190.000,68.668,7.954,160000.000,2623.000,2.100,7.400,1.400,6.954,0.055,10.000,2093.000
91,40001,202105151000,400,22.8,2.9,20.5,291.800,183.100,245.000,52.260,6.447,290000.000,2528.000,1.000,7.800,1.600,7.812,0.069,15.000,2036.000
91,40001,202105161000,400,21.1,35.9,20.6,327.000,204.400,350.000,59.264,7.603,280000.000,3108.000,0.900,7.500,1.500,8.566,0.062,14.000,2604.000
91,40001,202105171000,400,16.3,7.5,20.8,273.800,143.300,255.000,57.378,7.456,210000.000,2796.000,0.700,7.300,1.200,8.459,0.060,27.000,2265.000
91,40001,202105181000,400,19.1,0,20.8,382.500,144.400,310.000,58.804,7.869,270000.000,2564.000,0.900,6.900,1.200,8.905,0.048,15.000,2031.000
91,40001,202105191000,400,21.2,0,21,330.800,175.400,260.000,56.586,7.208,280000.000,2618.000,1.200,6.900,1.000,8.296,0.041,11.000,2110.000
91,40001,202105201000,400,17.4,6.9,21,339.000,129.400,235.000,76.446,9.559,290000.000,2638.000,1.200,6.700,0.900,7.793,0.050,10.000,2122.000
91,40001,202105211000,400,15.2,4.1,20.2,340.500,150.900,225.000,65.420,7.974,240000.000,2825.000,1.200,6.800,0.600,7.608,0.045,11.000,2283.000
91,40001,202105221000,400,18.7,0,20.6,249.000,160.200,190.000,43.168,5.001,190000.000,2670.000,1.400,7.100,0.800,7.498,0.044,8.000,2177.000
91,40001,202105231000,400,20.3,0,20.8,283.500,178.800,215.000,51.011,6.191,170000.000,2674.000,1.500,6.700,0.700,6.848,0.047,4.000,2136.000
92,87106,202105170000,871,14,1,13,12.000,1.000,5.000,6.000,7.000,8.000,12.000,1.000,1.000,2.000,3.000,2.000,1.000,12.000
