hqt_cd,loc_cd,wq_dt,adm_cd,temper,rainfall_qy,wtemper_tp,u_bod_co,u_cod_co,u_ss_co,u_tn_co,u_tp_co,u_bac_co,u_val_qy,b_bod_num,b_cod_num,b_ss_num,b_tn_num,b_tp_num,b_bac_num,b_val_qy
91,40001,202005011000,400,20.2,0,18.5,339.800,137.600,260.000,71.271,8.124,103000.000,2483.000,1.300,7.500,1.100,6.486,0.046,11.000,2057.000
91,40001,202005021000,400,20.3,0,18.8,387.800,152.000,360.000,57.178,7.277,260000.000,2424.000,1.200,7.700,1.100,5.623,0.053,25.000,2013.000
91,40001,202005031000,400,21.8,2,19.4,381.000,125.400,225.000,47.261,5.852,140000.000,2491.000,1.100,7.200,1.200,6.185,0.046,17.000,2089.000
91,40001,202005041000,400,20.2,0,19.7,370.500,150.500,310.000,55.351,6.966,110000.000,2395.000,0.800,7.700,1.200,6.570,0.057,20.000,1983.000
91,40001,202005051000,400,16,1,19.7,330.000,140.300,220.000,80.062,9.697,260000.000,2361.000,1.200,6.900,0.800,6.060,0.054,17.000,1958.000
91,40001,202005061000,400,19.4,0,19.8,343.500,172.000,370.000,55.179,10.006,130000.000,2408.000,1.800,7.300,0.800,5.784,0.052,15.000,2017.000
91,40001,202005071000,400,20.7,0,20,368.400,156.600,230.000,69.623,9.649,280000.000,2382.000,1.300,7.400,0.700,5.890,0.053,12.000,1989.000
91,40001,202005081000,400,19.9,7,20,354.600,144.900,230.000,65.213,8.984,130000.000,2310.000,1.200,7.100,0.600,6.404,0.054,14.000,1900.000
91,40001,202005091000,400,14.2,14,20,364.000,118.300,230.000,41.684,4.956,79000.000,2638.000,1.000,7.000,0.800,5.811,0.045,20.000,2244.000
91,40001,202005101000,400,14.4,0,19.9,396.000,149.600,365.000,48.758,7.679,190000.000,2229.000,1.200,6.800,0.400,6.244,0.048,21.000,1845.000
91,40001,202005111000,400,16.5,0,19.8,387.000,126.100,240.000,46.737,5.261,160000.000,2339.000,1.100,6.600,0.700,6.586,0.048,18.000,1955.000
91,40001,202005121000,400,14.3,0,20,352.500,161.700,370.000,73.426,9.121,190000.000,2171.000,1.300,6.400,0.500,5.481,0.052,25.000,1784.000
91,40001,202005131000,400,16.1,0,20,377.300,137.300,215.000,68.344,8.187,240000.000,2368.000,0.800,6.400,0.600,5.703,0.046,14.000,1965.000
91,40001,202005141000,400,19.3,0,20,417.000,142.800,280.000,33.415,8.616,150000.000,2333.000,1.100,6.700,0.400,5.562,0.045,16.000,1929.000
91,40001,202005151000,400,16.1,28,20.2,351.600,128.600,245.000,71.228,9.670,210000.000,2849.000,1.300,6.900,0.500,5.850,0.049,20.000,2481.000
91,40001,202005161000,400,16.7,0,20.1,395.300,144.700,285.000,60.674,7.654,290000.000,2494.000,1.200,6.100,0.600,6.205,0.050,16.000,2112.000
91,40001,202005171000,400,19.1,0,20.3,353.300,117.900,220.000,62.216,7.676,200000.000,2452.000,1.100,6.200,0.600,4.884,0.040,12.000,2077.000
91,40001,202005181000,400,19.1,15,20.4,382.500,184.200,270.000,55.023,9.674,290000.000,2740.000,1.200,6.300,0.700,5.618,0.063,24.000,2357.000
91,40001,202005191000,400,13,4,20.3,376.500,113.400,150.000,53.489,7.090,150000.000,2695.000,1.400,6.600,0.700,5.089,0.051,19.000,2299.000
91,40001,202005201000,400,14.4,0,20.1,337.800,137.600,265.000,71.171,10.120,180000.000,2496.000,0.800,6.400,0.600,4.949,0.042,10.000,2145.000
91,40001,202005211000,400,17.4,0,20.3,328.500,95.900,200.000,51.405,6.200,140000.000,2484.000,1.100,6.400,0.600,4.220,0.047,10.000,2093.000
91,40001,202005221000,400,18.5,0,20.5,325.200,127.600,190.000,66.187,8.395,120000.000,2504.000,1.500,6.500,0.600,4.957,0.049,11.000,2102.000
91,40001,202005231000,400,20.12,0,20.9,328.500,249.700,450.000,87.285,11.923,240000.000,2448.000,0.900,6.600,0.500,4.707,0.042,8.000,2019.000
91,40001,202005241000,400,17.1,0,21,332.300,134.800,235.000,57.187,8.571,120000.000,2348.000,0.900,6.600,0.600,5.046,0.044,12.000,1946.000
91,40001,202005251000,400,16.6,0,20.9,342.000,126.800,235.000,66.217,7.675,150000.000,2511.000,0.900,6.600,0.600,6.176,0.048,9.000,2123.000
91,40001,202005261000,400,16.2,0,21.1,371.300,151.700,270.000,78.364,10.266,280000.000,2456.000,0.700,7.300,0.900,5.937,0.052,13.000,2049.000
91,40001,202005271000,400,17.4,0,21.3,352.800,191.700,340.000,27.227,10.388,300000.000,2485.000,1.200,7.800,0.800,3.744,0.054,22.000,2074.000
91,40001,202005281000,400,18.7,0,21.3,343.200,145.300,255.000,80.726,10.618,160000.000,2359.000,0.900,7.000,0.800,3.606,0.052,9.000,1928.000
91,40001,202005291000,400,20.7,0,21.5,328.500,109.700,130.000,58.857,7.591,140000.000,2534.000,1.300,7.500,0.800,4.784,0.052,19.000,2123.000
91,40001,202005301000,400,22.6,0,21.6,382.000,141.000,310.000,49.170,7.642,270000.000,2516.000,1.200,6.700,0.700,6.394,0.044,10.000,2120.000
91,40001,202005311000,400,21.2,0,21.7,376.000,107.300,175.000,49.170,5.519,52000.000,2326.000,1.200,6.800,0.900,5.489,0.044,17.000,1942.000
90,50001,202005010000,500,20.4,0,17.1,150.300,95.000,114.000,43.080,3.504,85000.000,6890.000,4.800,10.300,3.600,7.368,0.067,40.000,6833.000
90,50001,202005020000,500,18.3,0,17.5,137.700,87.500,118.000,41.970,3.660,84000.000,7191.000,5.000,8.300,4.000,8.256,0.047,33.000,7138.000
90,50001,202005030000,500,20.2,0,17.4,174.400,92.500,128.000,67.440,3.930,82000.000,7379.000,6.800,11.300,4.400,15.672,0.118,29.000,5843.000
90,50001,202005040000,500,21.6,0,17.7,152.700,85.000,130.000,44.700,4.788,86000.000,7184.000,6.100,8.800,1.200,10.428,0.058,37.000,6807.000
90,50001,202005050000,500,19.9,0,17.8,146.700,92.500,134.000,42.660,4.392,90000.000,6992.000,5.500,11.300,2.000,8.088,0.046,45.000,6919.000
90,50001,202005060000,500,16.9,0,17.5,140.400,97.500,82.000,35.310,4.224,87000.000,6947.000,5.000,12.000,2.800,7.716,0.068,42.000,6767.000
90,50001,202005070000,500,22.0,0,17.6,147.000,100.000,106.000,36.630,3.798,84000.000,7306.000,4.900,11.300,2.800,8.184,0.060,35.000,7201.000
90,50001,202005080000,500,20.9,0,17.2,148.800,102.500,92.000,38.700,3.690,84000.000,7351.000,5.200,13.800,3.600,9.888,0.103,40.000,7304.000
90,50001,202005090000,500,15.2,0,17.0,151.200,110.000,100.000,39.480,3.789,91000.000,8926.000,5.400,14.400,3.200,9.732,0.092,45.000,6939.000
90,50001,202005100000,500,13.7,0,17.4,145.200,100.000,104.000,36.810,3.582,93000.000,7497.000,5.000,11.200,3.600,8.328,0.072,37.000,7244.000
90,50001,202005110000,500,17.1,0,17.5,134.700,95.000,60.000,30.810,3.654,87000.000,7903.000,4.800,10.300,3.600,5.304,0.034,33.000,7219.000
90,50001,202005120000,500,15.7,0,18.0,122.500,100.000,100.000,31.170,3.684,93000.000,7400.000,5.200,13.600,4.400,12.756,0.197,25.000,7080.000
90,50001,202005130000,500,16.2,0,17.7,121.500,102.500,88.000,30.390,3.102,90000.000,7698.000,5.000,12.400,1.600,9.732,0.089,33.000,7222.000
90,50001,202005140000,500,17.9,0,18.5,123.500,97.500,122.000,31.560,3.216,92000.000,7433.000,4.900,11.600,2.000,5.412,0.092,38.000,7146.000
90,50001,202005150000,500,13.9,0,18.3,130.500,97.500,128.000,33.750,3.684,86000.000,9475.000,4.700,11.500,2.400,7.104,0.068,42.000,7287.000
90,50001,202005160000,500,17.0,0,18.5,133.500,92.500,122.000,34.080,3.516,81000.000,8343.000,4.500,10.000,2.800,7.416,0.065,33.000,7268.000
90,50001,202005170000,500,20.4,0,19.8,139.500,95.000,130.000,35.250,3.636,83000.000,7240.000,4.300,10.300,2.400,7.980,0.060,40.000,7106.000
90,50001,202005180000,500,21.8,0,20.2,147.900,90.000,126.000,38.850,3.744,85000.000,10788.000,4.000,9.300,2.000,5.760,0.044,37.000,7180.000
90,50001,202005190000,500,12.6,0,19.7,144.900,77.500,106.000,31.380,3.646,78000.000,10794.000,3.800,8.000,2.400,4.224,0.035,30.000,7104.000
90,50001,202005200000,500,12.5,0,19.5,136.800,80.000,86.000,33.810,3.576,87000.000,8337.000,4.100,10.000,1.600,5.280,0.038,35.000,7123.000
90,50001,202005210000,500,15.6,0,18.8,125.700,75.000,108.000,32.850,3.588,85000.000,7544.000,4.400,9.300,2.800,5.400,0.038,31.000,7342.000
90,50001,202005220000,500,18.0,0,18.6,138.000,77.500,126.000,42.870,3.666,77000.000,9026.000,4.600,8.000,2.400,6.252,0.054,39.000,7094.000
90,50001,202005230000,500,20.0,0,18.9,130.500,82.500,130.000,41.640,3.582,81000.000,7741.000,4.500,9.800,2.800,6.528,0.048,32.000,7083.000
90,50001,202005240000,500,18.6,0,19.0,140.700,90.000,122.000,42.150,3.618,85000.000,9498.000,4.800,9.500,3.200,7.092,0.052,31.000,7207.000
90,50001,202005250000,500,16.4,0,18.9,122.300,97.500,78.000,30.150,3.504,85000.000,7425.000,4.900,8.500,2.200,7.980,0.041,25.000,6904.000
90,50001,202005260000,500,17.0,0,19.0,121.500,105.000,142.000,29.580,4.002,87000.000,8829.000,4.800,11.500,3.000,6.624,0.054,31.000,7128.000
90,50001,202005270000,500,17.3,0,19.0,118.000,100.000,78.000,30.540,3.906,77000.000,7652.000,4.500,8.800,2.800,7.020,0.056,28.000,7055.000
90,50001,202005280000,500,17.6,0,20.4,124.500,95.000,78.000,31.350,3.672,79000.000,8308.000,4.800,8.500,4.200,6.852,0.065,31.000,7300.000
90,50001,202005290000,500,19.8,0,20.6,137.100,92.500,124.000,34.560,3.732,81000.000,7169.000,5.200,8.300,3.200,11.424,0.053,27.000,6589.000
90,50001,202005300000,500,22.6,0,20.7,141.300,100.000,120.000,35.310,3.810,81000.000,8068.000,5.500,9.300,3.600,11.568,0.056,23.000,7093.000
90,50001,202005310000,500,22.7,0,21.0,133.500,105.000,124.000,34.890,3.864,83000.000,7425.000,5.300,8.500,3.200,11.928,0.052,20.000,6850.000
90,50002,202005010000,500,20.4,0,12.2,138.600,92.500,184.000,36.240,4.272,83000.000,1345.000,1.400,9.500,1.400,8.016,0.032,7.000,1207.000
90,50002,202005020000,500,18.3,0,12.5,124.500,97.500,192.000,34.890,4.380,74000.000,1125.000,1.200,10.500,1.600,10.932,0.072,6.000,893.000
90,50002,202005030000,500,20.2,0,12.6,144.600,95.000,206.000,36.030,4.230,82000.000,1559.000,1.300,10.500,1.800,11.328,0.065,5.000,1236.000
90,50002,202005040000,500,21.6,0,12.9,158.700,87.500,446.000,49.260,8.436,81000.000,1416.000,1.400,11.000,1.400,12.624,0.114,8.000,1176.000
90,50002,202005050000,500,19.9,0,12.6,159.900,87.500,310.000,46.560,5.232,85000.000,1496.000,1.500,10.300,1.800,10.788,0.054,5.000,1142.000
90,50002,202005060000,500,16.9,0,14.6,160.400,90.000,238.000,43.650,3.948,89000.000,1389.000,1.300,10.000,1.600,10.980,0.050,6.000,1038.000
90,50002,202005070000,500,22.0,0,14.6,149.400,92.500,188.000,45.240,3.846,88000.000,1307.000,1.100,9.000,2.000,10.344,0.052,5.000,1092.000
90,50002,202005080000,500,20.9,0,14.7,145.800,95.000,164.000,39.960,3.738,77000.000,1368.000,1.300,7.000,1.600,6.276,0.034,8.000,990.000
90,50002,202005090000,500,15.2,0,14.2,147.600,90.000,180.000,37.830,3.666,84000.000,1405.000,1.200,7.300,1.400,6.624,0.030,10.000,1126.000
90,50002,202005100000,500,13.7,0,14.5,139.500,87.500,188.000,33.540,3.564,84000.000,1443.000,1.000,6.200,1.800,7.236,0.053,9.000,1258.000
90,50002,202005110000,500,17.1,0,15.1,133.800,92.500,186.000,36.240,3.504,86000.000,1460.000,1.200,7.000,4.400,6.300,0.100,7.000,1202.000
90,50002,202005120000,500,15.7,0,16.2,130.500,95.000,152.000,32.670,3.576,81000.000,1406.000,1.000,6.800,0.400,5.424,0.025,6.000,1179.000
90,50002,202005130000,500,16.2,0,16.3,118.500,92.500,302.000,25.440,3.528,83000.000,1290.000,1.100,6.400,1.200,5.196,0.031,4.000,1099.000
90,50002,202005140000,500,17.9,0,16.3,115.500,87.500,182.000,28.260,3.486,86000.000,1328.000,1.300,7.000,1.200,7.044,0.034,6.000,1027.000
90,50002,202005150000,500,13.9,0,16.3,117.500,85.000,200.000,29.250,3.594,85000.000,1369.000,1.100,6.600,2.400,6.852,0.032,10.000,1075.000
90,50002,202005160000,500,17.0,0,16.4,115.300,82.500,192.000,29.670,3.486,85000.000,1385.000,1.300,5.800,2.800,7.056,0.030,7.000,1195.000
90,50002,202005170000,500,20.4,0,16.2,117.500,87.500,190.000,30.780,3.594,84000.000,1338.000,1.000,6.200,2.200,6.888,0.032,8.000,1062.000
90,50002,202005180000,500,21.8,0,16.4,119.000,82.500,390.000,38.850,3.744,85000.000,1295.000,1.200,6.400,2.000,5.760,0.044,3.000,1058.000
