hqt_cd,loc_cd,wq_dt,adm_cd,temper,rainfall_qy,wtemper_tp,u_bod_co,u_cod_co,u_ss_co,u_tn_co,u_tp_co,u_bac_co,u_val_qy,b_bod_num,b_cod_num,b_ss_num,b_tn_num,b_tp_num,b_bac_num,b_val_qy
91,40001,202012011000,400,1.7,0,18.9,283.000,130.100,260.000,113.885,8.652,210000.000,2292.000,1.000,6.300,1.200,7.030,0.046,4.000,1836.000
91,40001,202012021000,400,3.9,0,18.8,234.000,122.700,255.000,89.651,7.984,220000.000,2419.000,0.700,6.500,1.200,8.403,0.050,2.000,1930.000
91,40001,202012031000,400,2.1,0,19.1,194.000,139.100,200.000,79.997,6.664,130000.000,2521.000,0.700,6.600,1.900,8.208,0.043,1.000,2073.000
91,40001,202012041000,400,0.9,0,17.3,262.000,157.500,240.000,81.431,7.649,120000.000,2385.000,0.900,7.200,1.400,7.956,0.049,7.000,1949.000
91,40001,202012051000,400,0.7,0,17.2,188.000,153.200,220.000,69.941,6.339,55000.000,2474.000,0.900,7.400,1.300,6.524,0.041,4.000,1984.000
91,40001,202012061000,400,3.1,0,16.9,198.000,182.900,270.000,69.106,7.452,66000.000,2392.000,0.700,8.100,1.200,7.637,0.048,1.000,1851.000
91,40001,202012071000,400,3.8,0,16.7,179.000,155.100,255.000,78.287,7.954,83000.000,2447.000,0.800,8.400,1.600,8.448,0.050,1.000,1964.000
91,40001,202012081000,400,1.3,0,16.7,251.000,162.200,260.000,73.983,7.149,100000.000,2458.000,0.900,7.500,1.200,6.797,0.056,1.000,1968.000
91,40001,202012091000,400,1.4,0,16.4,269.000,139.400,195.000,88.450,8.195,100000.000,2508.000,0.800,6.800,1.400,6.639,0.047,3.000,1974.000
91,40001,202012101000,400,5.8,0,16.5,273.000,153.400,250.000,82.372,7.818,93000.000,2425.000,1.200,7.300,1.700,7.006,0.044,1.000,1922.000
91,40001,202012111000,400,6.4,0,16.5,254.000,130.400,220.000,95.373,8.596,110000.000,2537.000,1.500,7.300,1.500,7.853,0.057,4.000,2057.000
91,40001,202012121000,400,4.6,0,16.4,189.000,153.400,340.000,76.766,8.532,300000.000,2377.000,0.900,7.200,1.600,7.578,0.049,1.000,1896.000
91,40001,202012131000,400,-0.3,0,16.2,212.000,145.200,195.000,75.915,6.290,150000.000,2578.000,1.000,6.900,1.400,7.956,0.047,0.000,1981.000
91,40001,202012141000,400,-5.2,0,16,177.000,138.200,150.000,75.632,7.095,92000.000,2558.000,0.800,7.100,1.900,8.783,0.047,0.000,2055.000
91,40001,202012151000,400,-5.9,0,15.7,182.000,137.700,245.000,90.167,8.553,62000.000,2516.000,0.700,7.000,1.400,7.798,0.043,1.000,2038.000
91,40001,202012161000,400,-5.4,0,15.5,234.000,160.800,265.000,91.782,8.474,79000.000,2583.000,0.600,7.200,1.400,8.796,0.056,1.000,2065.000
91,40001,202012171000,400,-4,0,15.4,205.000,126.000,160.000,75.899,7.033,52000.000,2617.000,1.000,6.900,1.600,7.425,0.051,4.000,2099.000
91,40001,202012181000,400,-0.6,0,15.9,231.000,148.300,145.000,91.895,7.732,110000.000,2520.000,0.700,6.800,1.400,8.462,0.048,1.000,2000.000
91,40001,202012191000,400,-3.6,0,15.2,184.000,123.200,140.000,89.910,7.407,49000.000,2632.000,0.700,7.100,1.600,8.041,0.049,4.000,2151.000
91,40001,202012201000,400,-2.4,0,14.9,211.000,184.600,380.000,77.238,9.855,120000.000,2524.000,1.200,7.000,1.700,8.329,0.049,2.000,2004.000
91,40001,202012211000,400,0,0,14.8,204.000,130.300,140.000,112.949,8.378,61000.000,2562.000,1.100,7.400,2.000,10.402,0.051,3.000,2017.000
91,40001,202012221000,400,1.9,0,14.9,219.000,129.900,140.000,91.116,8.182,100000.000,2498.000,0.700,7.300,1.800,8.885,0.046,2.000,1979.000
91,40001,202012231000,400,3.1,0,15,214.000,134.200,175.000,75.273,7.828,66000.000,2611.000,0.800,7.300,2.000,7.212,0.052,8.000,2073.000
91,40001,202012241000,400,4.2,0,14.9,223.000,141.300,220.000,75.257,8.175,98000.000,2622.000,1.300,7.300,2.200,7.262,0.049,1.000,2117.000
91,40001,202012251000,400,1,0,14.8,226.000,149.500,225.000,63.014,6.090,69000.000,2476.000,0.800,7.200,1.500,7.578,0.052,1.000,1953.000
91,40001,202012261000,400,1.8,0,14.7,236.000,170.700,345.000,65.743,7.199,27000.000,2572.000,1.100,7.100,1.700,8.305,0.050,0.000,2071.000
91,40001,202012271000,400,4,0,14.6,199.000,137.700,120.000,110.773,6.466,120000.000,2550.000,1.100,7.400,1.800,7.062,0.050,1.000,2059.000
91,40001,202012281000,400,5.5,0,14.6,179.000,137.700,195.000,83.482,7.261,68000.000,2506.000,0.600,7.300,2.200,8.336,0.050,2.000,1995.000
91,40001,202012291000,400,0.8,1.2,15.4,274.000,124.400,165.000,102.727,7.892,140000.000,2452.000,0.300,7.600,1.700,8.208,0.054,9.000,1930.000
91,40001,202012301000,400,8.8,1.6,14.6,246.000,129.500,245.000,83.417,7.196,71000.000,2597.000,0.400,7.500,1.800,7.508,0.048,0.000,2099.000
91,40001,202012311000,400,8.6,0.1,14.6,252.000,109.200,170.000,99.821,5.967,4500.000,2636.000,0.500,7.400,1.500,7.945,0.044,1.000,2142.000
90,50001,202012010000,500,-2.6,0,15.4,134.700,92.500,96.000,39.120,3.540,140000.000,6637.000,4.000,7.600,4.400,8.532,0.056,22.000,6471.000
90,50001,202012020000,500,1.7,0,15.1,121.000,100.000,100.000,42.330,3.726,140000.000,6818.000,3.600,8.600,4.800,6.924,0.034,21.000,6852.000
90,50001,202012030000,500,-0.9,0,13.5,130.200,95.000,110.000,45.290,3.432,150000.000,6829.000,4.100,8.000,6.800,6.120,0.084,24.000,6819.000
90,50001,202012040000,500,-3.9,0,13.8,139.200,105.000,116.000,47.130,3.132,130000.000,6610.000,4.000,7.400,4.300,8.520,0.032,32.000,6725.000
90,50001,202012050000,500,-3.3,0,13.5,122.500,97.500,104.000,42.510,3.126,120000.000,6609.000,3.700,7.000,4.400,6.612,0.067,35.000,6717.000
90,50001,202012060000,500,-0.9,0,13.2,133.500,100.000,112.000,44.040,3.306,130000.000,7017.000,3.800,8.200,4.800,6.264,0.073,28.000,6992.000
90,50001,202012070000,500,-0.4,0,13.4,129.000,90.000,148.000,47.850,3.078,150000.000,6610.000,3.400,6.600,4.000,8.352,0.026,29.000,6702.000
90,50001,202012080000,500,-2.2,0,13.1,140.400,92.500,110.000,44.370,3.366,140000.000,6604.000,3.700,7.200,1.600,8.484,0.028,30.000,6741.000
90,50001,202012090000,500,-3.1,0,11.8,137.700,105.000,102.000,41.430,2.952,130000.000,6645.000,3.800,8.000,3.800,8.076,0.052,34.000,6709.000
90,50001,202012100000,500,1.8,0,12.1,130.200,95.000,110.000,43.560,3.120,130000.000,6286.000,3.500,6.800,3.600,9.336,0.036,23.000,6301.000
90,50001,202012110000,500,-0.2,0,12.2,133.800,97.500,106.000,44.520,3.510,140000.000,6926.000,3.700,6.200,6.000,10.044,0.101,36.000,6643.000
90,50001,202012120000,500,0,0,12.2,129.300,100.000,110.000,39.570,2.958,130000.000,6883.000,3.400,7.400,5.200,7.656,0.031,32.000,6941.000
90,50001,202012130000,500,-2.3,0,11.9,136.500,107.500,116.000,42.750,3.066,120000.000,6758.000,3.600,7.200,3.200,9.408,0.037,26.000,6736.000
90,50001,202012140000,500,-9.3,0,11.4,147.900,105.000,164.000,54.930,3.744,120000.000,6534.000,3.800,6.200,3.600,8.952,0.061,33.000,6615.000
90,50001,202012150000,500,-12.6,0,11.3,141.900,102.500,128.000,45.960,3.168,120000.000,6574.000,3.700,8.200,1.600,9.612,0.017,12.000,6656.000
90,50001,202012160000,500,-13.6,0,11.1,123.000,95.000,98.000,45.780,3.234,110000.000,6535.000,3.400,7.400,1.600,11.340,0.026,12.000,6529.000
90,50001,202012170000,500,-13.1,0,11.2,126.300,102.500,104.000,46.440,3.006,120000.000,6491.000,3.500,6.400,3.000,11.472,0.026,14.000,6701.000
90,50001,202012180000,500,-3.8,0,11.0,123.800,97.500,108.000,42.750,3.066,100000.000,6786.000,3.700,7.000,3.200,12.516,0.028,17.000,6882.000
90,50001,202012190000,500,-10.4,0,11.4,130.200,102.500,110.000,46.560,3.576,110000.000,6498.000,3.800,7.400,3.000,10.692,0.038,21.000,6621.000
90,50001,202012200000,500,-8.9,0,11.6,127.200,105.000,104.000,47.130,3.378,110000.000,6979.000,3.900,6.400,3.200,11.472,0.049,19.000,6931.000
90,50001,202012210000,500,-9.2,0,11.4,126.000,95.000,120.000,44.580,3.306,97000.000,6768.000,4.100,6.000,2.800,13.356,0.050,23.000,6830.000
90,50001,202012220000,500,-4.5,0,11.2,130.800,102.500,118.000,42.660,2.928,110000.000,6765.000,4.300,7.800,3.000,12.936,0.042,26.000,6773.000
90,50001,202012230000,500,-2.4,0,11.3,129.600,100.000,98.000,41.070,2.652,93000.000,6851.000,4.100,7.400,4.800,11.724,0.066,22.000,6783.000
90,50001,202012240000,500,4.1,0,11.7,122.700,105.000,122.000,45.540,4.476,96000.000,6583.000,3.800,8.600,2.400,8.520,0.026,21.000,6677.000
90,50001,202012250000,500,-1.6,0,12.0,129.600,105.000,118.000,45.630,3.186,90000.000,6930.000,3.900,8.000,2.800,13.452,0.044,23.000,6955.000
90,50001,202012260000,500,-2.8,0,12.0,133.200,110.000,120.000,46.860,3.318,97000.000,6938.000,3.800,7.800,2.400,12.384,0.049,24.000,7067.000
90,50001,202012270000,500,1.8,0,11.6,125.400,100.000,114.000,44.520,3.102,94000.000,6479.000,3.600,7.400,2.600,13.284,0.040,18.000,6516.000
90,50001,202012280000,500,1.8,0,9.9,134.100,92.500,90.000,51.300,3.450,90000.000,6587.000,4.000,6.000,3.000,13.440,0.046,18.000,6745.000
90,50001,202012290000,500,-0.5,0,9.7,139.200,95.000,80.000,45.450,3.306,88000.000,6832.000,3.800,6.600,4.400,11.604,0.026,21.000,7029.000
90,50001,202012300000,500,-9.4,0,9.5,142.800,102.500,192.000,44.430,3.162,96000.000,6616.000,4.100,7.000,1.800,12.420,0.032,29.000,6413.000
90,50001,202012310000,500,-13.5,0,9.8,145.800,100.000,102.000,53.550,4.092,100000.000,6470.000,4.500,7.400,2.400,13.704,0.022,23.000,6714.000
90,50002,202012010000,500,-2.6,0,13.7,114.500,82.500,122.000,34.110,3.012,130000.000,1265.000,1.000,5.800,1.600,13.104,0.032,7.000,1082.000
90,50002,202012020000,500,1.7,0,13.4,119.500,92.500,130.000,34.530,2.868,120000.000,1380.000,0.900,6.400,2.000,11.568,0.030,5.000,1122.000
90,50002,202012030000,500,-0.9,0,13.2,122.500,87.500,126.000,32.730,3.060,140000.000,1378.000,1.000,5.800,1.600,9.480,0.024,7.000,1122.000
90,50002,202012040000,500,-3.9,0,13.0,121.800,95.000,134.000,34.380,2.916,120000.000,1400.000,1.100,6.800,1.200,12.156,0.048,7.000,1053.000
90,50002,202012050000,500,-3.3,0,13.1,115.300,90.000,124.000,33.630,2.916,130000.000,1363.000,1.200,6.200,1.400,9.180,0.026,13.000,1093.000
90,50002,202012060000,500,-0.9,0,13.0,119.500,92.500,128.000,30.690,3.186,130000.000,1282.000,1.200,5.600,1.200,9.372,0.031,7.000,1127.000
90,50002,202012070000,500,-0.4,0,13.1,113.800,95.000,132.000,33.390,3.060,140000.000,1215.000,1.000,5.800,2.000,13.212,0.108,6.000,922.000
90,50002,202012080000,500,-2.2,0,13.0,116.000,100.000,124.000,33.930,2.898,130000.000,1387.000,1.200,6.400,1.600,12.348,0.092,5.000,1102.000
90,50002,202012090000,500,-3.1,0,11.4,118.000,95.000,126.000,30.690,2.610,120000.000,1347.000,1.300,6.800,1.600,10.176,0.034,7.000,1107.000
90,50002,202012100000,500,1.8,0,11.8,108.500,87.500,120.000,33.780,2.910,130000.000,1239.000,1.400,6.200,1.800,12.780,0.061,5.000,1100.000
90,50002,202012110000,500,-0.2,0,11.4,103.300,90.000,68.000,24.600,2.514,140000.000,1229.000,1.300,7.000,3.000,13.464,0.065,7.000,1039.000
90,50002,202012120000,500,0.0,0,12.1,90.400,92.500,74.000,36.120,3.186,130000.000,1408.000,1.000,6.400,2.000,13.584,0.056,6.000,1116.000
90,50002,202012130000,500,-2.3,0,12.3,88.800,90.000,82.000,33.420,2.958,120000.000,1227.000,1.200,7.400,1.800,11.220,0.046,6.000,1106.000
90,50002,202012140000,500,-9.3,0,11.1,94.800,95.000,104.000,35.430,3.252,110000.000,1243.000,1.400,7.600,1.600,13.956,0.101,8.000,908.000
90,50002,202012150000,500,-12.6,0,10.8,81.000,85.000,64.000,34.260,2.844,88000.000,1252.000,1.300,5.800,1.400,13.152,0.092,2.000,1033.000
90,50002,202012160000,500,-13.6,0,10.9,83.200,90.000,80.000,33.750,2.520,88000.000,1455.000,1.100,6.000,1.600,13.104,0.037,3.000,1135.000
90,50002,202012170000,500,-13.1,0,11.0,89.400,92.500,84.000,34.590,2.778,89000.000,1232.000,1.200,7.000,1.400,12.420,0.067,5.000,1051.000
90,50002,202012180000,500,-3.8,0,11.9,90.200,87.500,72.000,33.150,2.484,94000.000,1288.000,1.000,6.800,1.800,9.804,0.068,7.000,1050.000
90,50002,202012190000,500,-10.4,0,11.3,86.600,92.500,88.000,33.420,2.652,91000.000,1221.000,0.900,5.800,2.400,11.352,0.062,6.000,1107.000
90,50002,202012200000,500,-8.9,0,10.8,100.800,97.500,80.000,34.890,2.976,95000.000,1262.000,1.300,7.000,2.800,12.420,0.072,5.000,1114.000
90,50002,202012210000,500,-9.2,0,11.7,108.500,90.000,94.000,35.310,2.742,93000.000,1304.000,1.200,5.800,2.600,12.264,0.067,8.000,1164.000
90,50002,202012220000,500,-4.5,0,11.4,103.300,92.500,90.000,33.900,2.496,97000.000,1288.000,1.300,6.200,2.200,11.616,0.025,5.000,1085.000
90,50002,202012230000,500,-2.4,0,11.5,110.300,90.000,94.000,32.550,2.634,89000.000,1310.000,1.200,6.600,2.400,11.412,0.040,6.000,1064.000
90,50002,202012240000,500,4.1,0,11.6,113.000,97.500,92.000,33.180,2.916,94000.000,1307.000,1.100,7.000,2.400,10.308,0.200,4.000,1049.000
90,50002,202012250000,500,-1.6,0,11.7,110.300,92.500,112.000,36.360,2.616,97000.000,1282.000,1.000,6.200,2.200,11.244,0.029,4.000,1109.000
90,50002,202012260000,500,-2.8,0,11.4,115.500,95.000,110.000,35.310,2.442,89000.000,1312.000,1.000,7.000,2.000,10.728,0.037,5.000,1079.000
